mesto,ocena,ime,kategorija,objave,vpisani,ogledi 
2856,B-,Camila Coelho,people,540,3.44,283584858
2857,A-,TWO SUPER SISTERS,,383,3.44,1174363275
2858,B+,Ivanita Lomeli,,69,3.44,265644390
2859,B+,JSL Global Media,entertainment,8043,3.44,1580102376
2860,B,Mary Senn,entertainment,300,3.44,422594762
2861,B+,Karikku,comedy,60,3.44,328519181
2862,B+,AssopraFitas,people,580,3.44,394663903
2863,B+,Albasheer Show - البشير شو,comedy,416,3.44,453134869
2864,B+,Thomas Toys,entertainment,104,3.43,378492034
2865,A,Pyaar Lafzon Mein Kahan,,743,3.43,1232166711
2866,A-,Oyuncu Yusuf,entertainment,698,3.43,1311468430
2867,B+,Frog Leap Studios,music,771,3.43,803275489
2868,B,LaChaineDeJeremy,comedy,89,3.43,378080708
2869,A-,Na CorreRia,entertainment,465,3.43,1278586704
2870,A-,HighlightsNepal,entertainment,8543,3.42,1698611122
2871,B+,JacyandKacy,people,762,3.42,873671658
2872,B,Егор Крид,people,121,3.42,264857501
2873,A-,Arabian Fairy Tales,film,198,3.42,1006257176
2874,B+,Dread Mar I - Oficial,music,103,3.42,613634976
2875,A-,LOUD,,244,3.42,288667679
2876,B+,FAM JAM,people,106,3.42,824627821
2877,B+,My Smart Guide,,2101,3.42,258403677
2878,D-,Уральские Пельмени,comedy,505,3.42,671881811
2879,B+,Godenot,games,5000,3.42,979434669
2880,A-,Rizky Riplay,film,114,3.43,360566490
2881,B,Jon Z,people,144,3.41,247638658
2882,A-,ماشا و الدب,,203,3.42,998836276
2883,B,LEMMiNO,entertainment,160,3.41,423650382
2884,B+,todrickhall,entertainment,589,3.41,701951006
2885,B+,Salomundo,,121,3.42,275925106
2886,B+,NANDO,comedy,50,3.42,107225835
2887,B+,Rita Ora,entertainment,84,3.41,1064322212
2888,B+,Morgz Mum,,85,3.41,274677440
2889,A-,Munchies,entertainment,1003,3.41,737944163
2890,A-,Latina.pe,people,39025,3.41,2229631802
2891,B+,Jean L,games,2181,3.41,818605027
2892,D-,Madonna,music,290,3.41,1922630932
2893,A,Serie A,sports,18196,3.41,912401827
2894,B+,Upchar Nuskhe,entertainment,2534,3.41,367172813
2895,A-,asianetnews,news,104305,3.41,1586986102
2896,B+,McCreamy,games,145,3.41,405378454
2897,B+,Octan l أوكتان,film,308,3.41,353849861
2898,A,Trinity and Beyond,entertainment,881,3.41,1575196506
2899,B+,Satisfying Slime Videos,howto,487,3.41,889334903
2900,B+,YEAH1TV,entertainment,8296,3.41,1841428381
2901,A,Aadishakti Films,music,3744,3.4,1125900142
2902,B,Anastasiya Shpagina,howto,211,3.4,310311924
2903,A-,Entertainment Access,entertainment,3421,3.4,1844051435
2904,B,Daft Punk,music,63,3.4,146131223
2905,A,HiHo Kids,people,727,3.4,1307706033
2906,B+,Cocinemosjuntos.com,howto,1272,3.4,532260076
2907,B+,Ciclone Funk,music,553,3.4,467226309
2908,B+,Angry Prash,comedy,99,3.4,350659386
2909,B+,Mhd Officiel,music,23,3.4,1064805644
2910,B,TmarTn,games,2574,3.4,832788592
2911,A-,Prajapati News,,699,3.41,70841289
2912,D-,湖南卫视芒果TV官方频道 C…,entertainment,44507,3.41,3122407249
2913,A-,허팝Heopop,entertainment,1519,3.4,2301414890
2914,A-,KidsTV123,education,207,3.39,3889119749
2915,B,MarMar,entertainment,955,3.39,699424592
2916,B+,BasSTOP,games,819,3.39,488289890
2917,B+,Asubio Kids,entertainment,1005,3.39,734909285
2918,B+,Greeicy,music,11,3.39,556737950
2919,B+,Josh Peck,,170,3.39,248624167
2920,B+,Hanin Dhiya,music,250,3.39,455093059
2921,A-,RT Arabic,news,67521,3.39,1595121499
2922,B+,RRcherrypie,howto,450,3.39,2853302122
2923,B-,superkian13,film,40,3.39,57842393
2924,B+,Thiago Ventura,comedy,167,3.39,283847603
2925,A-,TellyMasala,entertainment,14302,3.38,1361534851
2926,A-,Zee Kannada,entertainment,51232,3.39,1862063517
2927,A,Beam Copphone,entertainment,1575,3.38,4786836134
2928,B+,Free Fire - Brasil,,158,3.38,106644980
2929,B+,WAWAN MKS,,468,3.38,258475851
2930,B+,REVEALING EYES.,tech,217,3.38,556386559
2931,B+,House Nation,music,961,3.38,515468127
2932,A-,Budha Subba Digital Pvt Ltd,film,7704,3.38,1402783319
2933,B+,Ar'mon And Trey,music,149,3.38,403004784
2934,D-,Jalals,comedy,43,3.39,108057877
2935,B+,GetsetflySCIENCE,tech,224,3.38,289472922
2936,A-,TopSib Thailand,entertainment,371,3.37,530714500
2937,B+,kenzie,entertainment,131,3.37,271492230
2938,B+,Black Gryph0n,entertainment,202,3.37,330609781
2939,A,Zappy Toons - Hindi Nursery Rhymes…,education,68,3.37,916702031
2940,C+,Amisha Kids,,15,3.37,47970
2941,B+,Bom Bom Songs,,136,3.37,588186072
2942,B+,Tim Milgram,entertainment,344,3.37,820033131
2943,B+,Terroriser,games,1247,3.37,465182536
2944,B+,DJ Opus,,107,3.37,297159037
2945,A-,Duki,,29,3.37,738975523
2946,B+,jurnalrisa,,103,3.37,293589829
2947,A-,HooplaKidz TV - Funny Cartoons For…,education,507,3.37,1157089014
2948,B+,Gabriel Iglesias,comedy,177,3.37,442666464
2949,B+,GizmoSlip,tech,347,3.37,535470612
2950,B+,MattSteffanina 2,entertainment,218,3.36,468208611
2951,B+,People are Awesome,entertainment,593,3.36,817658878
2952,B+,Demaster,games,4920,3.36,711394078
2953,B,Alessia Cara,music,159,3.36,52942488
2954,B+,Red FM India,entertainment,4295,3.36,503926502
2955,B+,Daily Fortnite Battle Royale Momen…,,1091,3.36,892089806
2956,B,Fausto Murillo,sports,900,3.36,401200486
2957,A-,Onedio,entertainment,1435,3.36,1520771689
2958,B+,Diário da Carol,entertainment,880,3.37,473759455
2959,B,Guava Juice 2,entertainment,367,3.36,663648058
2960,B+,ElFlacoWTF,entertainment,345,3.35,228354558
2961,B+,Raon Lee,music,206,3.35,580153130
2962,B+,Maser Gamer,games,1631,3.35,548471059
2963,B,JoshPalerLin,entertainment,102,3.35,497269425
2964,B,Technical boss,tech,644,3.35,141131335
2965,A,YimYam TV,entertainment,1581,3.36,2433755472
2966,B+,Charisma on Command,howto,253,3.35,259901535
2967,B+,Casa Magica de Juguetes,entertainment,628,3.35,1348537994
2968,B+,Be YouNick,comedy,203,3.34,481422941
2969,B+,ChinoNachoVEVO,music,30,3.34,3135194174
2970,B,Android Authority,tech,3735,3.34,728816233
2971,B,AlexandrasGirlyTalk,howto,206,3.34,369294868
2972,B+,Dr Nozman,tech,370,3.34,515579859
2973,A-,True Crime Daily,news,3854,3.34,1775825913
2974,A-,Great Indian Comedy,film,186,3.34,434651403
2975,A-,Galinha Pintadinha Mini,people,112,3.34,947854167
2976,B+,El Show De Carlos Durán,entertainment,361,3.34,406014296
2977,B,NiceNienke,entertainment,214,3.34,152492370
2978,D-,Movie Mela,film,120,3.34,310918590
2979,B,videogames,games,2422,3.34,903472138
2980,B,2 Chainz,music,207,3.34,116043490
2981,B+,POPSUGAR Fitness,howto,1168,3.34,455527303
2982,A-,zoom,entertainment,68841,3.34,2141366075
2983,B,SUPEReeeGO,comedy,315,3.34,673576599
2984,B,Studio Bagel,comedy,253,3.34,662727426
2985,B,elvecindariocalle13,music,41,3.34,407110567
2986,B+,Melvin Louis,music,258,3.34,389431278
2987,A-,VnKids - Nursery Rhymes,music,83,3.33,487478135
2989,B+,The Pals,games,1434,3.33,1285956081
2990,B+,EduKof,entertainment,337,3.33,180606766
2991,B+,Nando Moura,people,1815,3.33,730026152
2992,A-,Dek Jew Chill Out,people,3597,3.33,2439499091
2993,B+,Skyheart's Toys,entertainment,516,3.33,1325900946
2994,B+,SSC MAKER,education,813,3.33,168865662
2995,B+,SurpriseFunTV,entertainment,2125,3.33,2781735092
2997,A-,Tez,news,24204,3.33,753030704
2998,B,Sophia Grace,people,125,3.33,768497533
2999,B+,MY BOLLYWOOD BODY,howto,602,3.33,230542039
3000,B,Indian Health,howto,500,3.33,230071607
3001,A,T-Series Telugu,music,3563,3.34,1858168421
3002,A-,Mimi Lissa,people,545,3.33,1583156578
3003,A-,Vivo,entertainment,921,3.32,919028444
3004,A-,YandelVEVO,music,100,3.33,2490170797
3005,A-,Angle Music Official Channel,music,11600,3.33,1253422759
3006,B,Tré Melvin,comedy,188,3.32,337759355
3007,A-,TrapUrbanoTV,music,190,3.32,714280125
3008,A-,Sing Music Channel,music,205,3.32,1232647988
3009,A-,Swami Ramdev,nonprofit,3853,3.32,435277968
3010,B+,DIY Crafts Show,entertainment,38,3.32,603085127
3011,B+,Joueur Du Grenier,games,127,3.32,726410884
3012,A-,Lucas the Spider,,22,3.32,284911417
3013,A-,86 &amp; Custom Protection NET,news,3808,3.32,1287158370
3014,D-,Google India,tech,342,3.32,2445815234
3015,B+,Harlem Fetty,music,132,3.32,1727420905
3016,B+,LifeAccordingToJimmy,comedy,261,3.32,577894516
3017,B+,Daniel Saavedra,comedy,158,3.32,416016342
3018,B+,Elli Di Pets,animals,484,3.32,750437063
3019,A-,Fabio Wibmer,sports,246,3.32,442808871
3020,B-,Dilsinho Oficial,music,16,3.33,9537872
3021,B,دروس أونلاين,education,361,3.32,136509788
3022,B+,CinnamonToastKen,comedy,2744,3.32,718391286
3023,A-,Awadhesh Premi Official,,510,3.33,955379912
3024,B+,Life Awesome,comedy,170,3.32,915959707
3025,B-,COUPLE IN LOVE,entertainment,58,3.32,10418132
3026,B+,Criss Huera,people,54,3.32,241950172
3027,B,JustDustin,comedy,181,3.32,361173119
3028,B+,Juice WRLD,music,58,3.32,675474063
3029,B+,Village food factory,entertainment,275,3.32,599889924
3030,B+,Co Vines,entertainment,333,3.31,1006735123
3031,A,Hindi Stories For Kids,education,537,3.31,1020045250
3032,A-,National Dastak,news,16032,3.31,802493619
3033,A-,"SLICK SLIME SAM - DIY, Comedy, Sci…",,494,3.31,1198660240
3034,B,vlogbrothers,people,1761,3.31,801113816
3035,A-,SorDor Style,people,362,3.31,639051719
3036,A-,LowGrade,,948,3.31,662358830
3037,A-,The Norris Nuts,people,217,3.31,869406586
3038,A-,5-MINUTE MAGIC,,1263,3.31,620744921
3039,A,CHHOTU KI MASTI,,50,3.31,844315469
3040,A-,FilmsActu,film,7664,3.31,2160270192
3041,B+,মায়াজাল,news,145,3.31,242360708
3042,A-,Falaidearo,entertainment,121,3.3,598997698
3043,A-,EvanescenceVEVO,music,50,3.3,2123144966
3044,B+,DRAW MY LIFE en Español,entertainment,713,3.3,609447801
3045,B+,BassGutter,entertainment,1103,3.3,606029718
3046,A-,Tamil cinema,film,5341,3.3,1384921410
3047,B+,Nazar Battu,comedy,99,3.3,339273824
3048,A-,Follow Me,,213,3.3,1017993041
3049,B+,Watch In हिन्दी,people,255,3.31,350833539
3050,B,Desi Perkins,howto,365,3.3,236337925
3051,A-,ArkivaShqip,entertainment,7633,3.3,4946760339
3052,B+,ArcadeGo.com,games,10081,3.3,2805243702
3053,B+,Acharya Om Prakash Kaushik,people,1983,3.3,201995774
3054,B-,فى رحاب السنة النب�…,entertainment,311,3.3,10504884
3055,B+,DanOMG,,111,3.31,292351510
3056,A-,SMG4 // Glitch Productions,entertainment,534,3.31,1421569903
3057,A-,OficialMana,entertainment,128,3.3,2916451523
3058,B+,Furkan Yaman,games,641,3.3,798495502
3059,B,Zerkaa,people,1573,3.3,528603015
3060,A,Troom Troom Arabic,,578,3.29,1074669247
3061,A-,Bà Tân Vlog,,112,3.29,372157411
3063,A-,UrbanoVideosTV,music,442,3.29,789198626
3064,A-,MOVIES HD IRFAN,entertainment,86,3.29,472277901
3065,B+,S7S,,107,3.29,396280206
3066,B+,KillerCreeper55 - Minecraft,games,914,3.29,609154485
3067,B+,UNKNOWN,games,5413,3.29,1988473735
3068,B,SidTalk,education,227,3.29,172645593
3069,A-,MortaL,games,448,3.29,279757834
3070,A-,DADJU,music,46,3.3,989866025
3071,B,cutepolish,howto,512,3.29,498853881
3072,B,FaZe Blaze,games,930,3.29,463942023
3073,B+,DSS Production,comedy,102,3.3,431655616
3074,B,Yasmina,howto,1480,3.29,256790166
3075,B+,DvLZStaTioN,entertainment,2904,3.28,495993554
3076,C+,Ak Films,,2,3.28,175696
3077,B,Smart Ideas,people,152,3.28,118232714
3078,A-,Dead Meat,film,387,3.28,877314520
3079,B+,Cauet,entertainment,4127,3.28,1633074910
3080,B,Crazy India,howto,2425,3.28,353259482
3081,B+,Hello MaKar,,275,3.28,823455227
3082,B,Monark,games,1769,3.28,393700158
3083,B,PEWPEW,entertainment,2252,3.28,331888437
3084,B,Ricky Dillon,comedy,500,3.28,413924946
3085,B,Pablo Cimadevila,entertainment,39,3.28,187988498
3086,A-,Sumeet Music,entertainment,1928,3.28,1820392176
3087,A-,Happy Channel,entertainment,2090,3.28,1409373981
3088,B+,Настя Ивлеева,people,56,3.28,200449657
3089,B,Thomas Sanders,film,200,3.28,235235099
3090,B+,Star Sports,sports,10037,3.28,979963070
3091,A-,Just4fun290,entertainment,2243,3.28,5443628460
3092,B-,Awesome Kids Toys,,17,3.28,4995008
3094,A-,Ferrugem Oficial,music,150,3.27,1195866161
3095,A-,That YouTub3 Family - The Adventur…,people,1018,3.27,1645490940
3096,B,SuperZoo - Best cartoon for kids a…,,122,3.27,36009550
3097,B+,World of Tanks. Официальн…,games,1598,3.27,914086056
3098,A-,Furious Trailer,entertainment,1833,3.27,1557995305
3099,B,FaZe Pamaj,games,2254,3.28,601884259
3100,B+,RealLifeLore,education,162,3.26,546402625
3101,A-,뽀로로(Pororo),film,2861,3.26,4288493573
3102,B,SoulPancake,entertainment,1409,3.26,612922601
3103,B+,Jove,games,3850,3.26,1254147913
3104,B,schmoyoho,comedy,213,3.26,953074345
3105,A-,Anthony Ying,entertainment,4217,3.26,2937151121
3106,B+,Vaid kumar ke gharelu nuskhe,,909,3.26,215805844
3107,B,Wong Fu Productions,entertainment,556,3.26,558070396
3108,B,Xbox,games,7112,3.26,711086252
3109,A-,RedhoodVN,,270,3.26,1008611045
3110,B+,Andhika Gemintang,,324,3.26,418675809
3111,B+,Hoga Toga,people,1554,3.26,191309140
3112,B,AquarelaKids,,131,3.26,207378879
3113,A-,Musile Records,music,295,3.26,1100771222
3114,B,MoreTDM,people,197,3.26,552574833
3115,A-,A-Boogie Wit Da Hoodie,film,102,3.26,1244295160
3116,B,GlitterForever17,howto,488,3.26,427488210
3117,A-,Aya Nakamura,music,17,3.26,1038123010
3118,B+,Bob Ross,entertainment,577,3.27,282129080
3119,B+,Black Plasma Studios,games,152,3.25,596922414
3120,B,Behzinga,sports,801,3.25,443608952
3121,B+,Dr. Eric Berg DC,howto,2738,3.25,457877195
3122,A,A&amp;E,entertainment,7014,3.25,3100942955
3123,A-,Amr Diab,music,130,3.26,711325281
3124,A-,Ibu dan Balita Indonesia,people,281,3.25,1181572586
3125,B+,BuzzFeedViolet,people,479,3.25,1426824224
3126,B+,Luara Fonseca,people,290,3.25,192322570
3127,A-,CarlaMorrisonMusic,music,131,3.25,913790938
3128,B+,Barbixas,comedy,898,3.25,961414123
3129,A-,滇西小哥 Dianxi Xiaoge,,142,3.25,659849112
3130,C+,The Script,entertainment,111,3.25,8733147
3131,A-,"Знакомьтесь, Боб",film,101,3.25,507111799
3132,B+,Anima,games,1781,3.25,895183989
3133,B+,Pinoy Big Brother,entertainment,5310,3.25,1652025438
3134,A,BabyBus - 子供の歌 - 子ども…,education,1126,3.25,1531524140
3135,D-,Max Time,,211,3.25,688290130
3136,B+,WOA LuKa Channel,,445,3.25,1034741936
3137,B+,Wolff,games,5823,3.25,582236155
3138,B-,Fer0m0nas,games,3903,3.25,591723837
3139,A-,Emergency Awesome,entertainment,4001,3.25,1362547372
3140,A-,Weird Stuff,entertainment,820,3.25,1142264568
3141,B,Baby Show TV,entertainment,10,3.24,332707086
3142,B,Mundo Canibal,comedy,236,3.24,149988416
3143,B+,QueenTubeTH,people,483,3.24,740411510
3144,B+,syam kapuk,tech,527,3.24,282871039
3146,B+,xBuyer,games,844,3.24,600587974
3147,B,XHIT Daily,sports,643,3.24,474592883
3148,A-,TheEngineeringFamily,education,2794,3.24,4608024723
3149,B,Pokey,entertainment,1795,3.24,323978915
3150,B,Rato Borrachudo,comedy,2311,3.23,560761927
3151,B+,Walt Disney Studios,film,1046,3.24,1291134200
3152,B+,Domingo Espetacular,entertainment,3179,3.24,787370375
3153,B+,Lina Mechaz,howto,371,3.24,373007466
3154,B+,Chris Ramsay,entertainment,521,3.25,412241825
3155,B,Nah Cardoso,people,472,3.24,168578572
3156,A-,Jordan Matter,,194,3.24,476369274
3157,A-,Söz Dizi,film,2230,3.24,2069688906
3158,A-,KBS Entertain,entertainment,83061,3.24,3426212588
3159,B,Learn English with EnglishClass101…,education,1025,3.24,128835800
3160,B,قناة المحترف | Almohtar…,tech,1388,3.24,269264838
3161,C,Тех.Обзор,people,12,3.23,27498
3162,A-,MrTop5,entertainment,371,3.23,602318917
3163,B+,Prankedy,comedy,171,3.23,430782784
3164,B,YummyToys,entertainment,9,3.23,393559073
3165,B,Rakamakafo,nonprofit,97,3.23,403635744
3166,A,BIBI TV,entertainment,751,3.23,2772428564
3167,B,Kiera Bridget,comedy,257,3.23,265228973
3168,A-,GermanLetsPlay,games,6107,3.23,1766109494
3169,A-,Action Movies Digiplex,film,132,3.23,720835094
3170,B-,howtoPRANKitup,howto,318,3.23,594585931
3171,B,Dytto,entertainment,176,3.23,199130203
3172,B+,Fiaspo,people,582,3.23,278557256
3173,A,KOMPASTV,news,94670,3.23,1820335762
3174,B+,HarryStylesVEVO,music,15,3.23,899202974
3175,D-,Bubble™,entertainment,223,3.23,487743402
3176,B+,Afinka,howto,495,3.23,568359784
3177,B+,Oye It's Prank,entertainment,154,3.23,304051526
3178,B,Dudesons,entertainment,485,3.22,547742055
3179,A-,CarlosVivesVEVO,music,102,3.22,3634350771
3180,A-,Ch3Thailand Music,music,590,3.22,2181444089
3181,B+,MasterChef Brasil,entertainment,1180,3.22,1489627901
3182,B-,Oh Never Mind It’s Just Me - Gra…,music,75,3.22,59872905
3183,D-,Amazing facts,,135,3.22,257914842
3184,B+,Vikkstar123HD,games,3997,3.22,1047298203
3185,B,Shirley Setia,music,82,3.22,232038114
3186,B+,Galantis,music,243,3.22,1246310288
3188,A-,أوسمز oCMz,games,1849,3.22,601328404
3189,B+,Indonesian Idol,entertainment,778,3.23,1326954827
3190,B,AndrosLB,comedy,249,3.22,332011208
3191,B,Sophie Giraldo,people,254,3.22,317493122
3192,B,ExpCaserosKids,howto,299,3.22,516157321
3193,B-,HolaSoyGerman2,entertainment,11,3.22,39588241
3194,A-,MariahCareyVEVO,music,179,3.22,3903748267
3195,B+,KhangProFilm,entertainment,350,3.23,1159199284
3196,B+,Jackie Aina,howto,878,3.21,294828306
3197,A-,Late Night with Seth Meyers,comedy,3010,3.21,1448594774
3198,B+,Ridddle,entertainment,147,3.21,371014822
3199,A-,HeyKids.es - Canciones Para Niños,education,87,3.22,803619642
3200,B+,NEXT EXAM,people,988,3.21,232232641
3201,B+,beIN SPORTS,sports,1337,3.21,190782025
3202,B+,Calfreezy,sports,1246,3.21,495188959
3203,A,Coca-Cola,entertainment,3261,3.21,2982048702
3204,B,Depois das Onze,comedy,550,3.21,533326660
3205,A-,KidsMeSong [เพลงเด็�…,entertainment,349,3.21,1364845044
3206,B,LoginfluenceKids,entertainment,888,3.21,892781590
3207,B+,Vincent Raditya,entertainment,377,3.21,218091142
3208,B,Tiffany Alvord,music,412,3.21,688931582
3209,B,Shaaanxo,howto,1433,3.2,434182329
3210,A-,ZEE 24 TAAS,news,132773,3.21,1523853868
3211,B,Baap Of Bakchod,comedy,222,3.21,460827971
3212,B,रामबाण औषधि - …,howto,99,3.21,143836668
3213,A-,Телеканал ТНТ,entertainment,6950,3.21,1612910875
3214,B+,แจ๊ส สปุ๊กนิ…,people,159,3.21,632269550
3215,A-,X Factor Global,entertainment,742,3.2,1096008703
3216,B+,Top5s,education,471,3.2,673937712
3217,B,Ten Second Songs,music,69,3.2,204774418
3218,A-,Kubz Scouts,games,1468,3.2,1176951405
3219,B,Top 5 Best,entertainment,535,3.2,267069449
3220,B,Luxy Hair,howto,539,3.2,474184108
3221,A,Rasmey Hang Meas,music,2788,3.2,2080642422
3222,B+,هل تعلم؟ الرياضية,sports,621,3.21,300700320
3223,A-,oPiiLz,games,904,3.2,570179512
3224,B,Felix von der Laden,people,3574,3.2,1317513946
3225,A-,Infobells Bangla,education,148,3.2,1127573129
3226,B,Camilo,music,27,3.21,84587218
3227,B+,AngryJoeShow,games,1623,3.19,1060997458
3229,B+,Arabs Got Talent,entertainment,782,3.19,1376086611
3230,B+,The DDG Family,people,804,3.19,400157641
3231,B,superholly,howto,208,3.2,133642682
3232,A,TRT Çocuk,entertainment,3607,3.19,2045437152
3233,B,apple kids,,31,3.19,543526960
3234,B+,TMFaisal,games,974,3.19,555934166
3235,B+,BB News,,13728,3.19,729994075
